,member_name,member_id,member_party,member_json
538,Greg Smith,4778,Conservative,"{'value': {'id': 4778, 'nameListAs': 'Smith, Greg', 'nameDisplayAs': 'Greg Smith', 'nameFullTitle': 'Greg Smith MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Buckingham', 'membershipFromId': 3376, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4778/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4778', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4778', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4778/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4778/Contact', 'method': 'GET'}]}"
539,Taiwo Owatemi,4779,Labour,"{'value': {'id': 4779, 'nameListAs': 'Owatemi, Taiwo', 'nameDisplayAs': 'Taiwo Owatemi', 'nameFullTitle': 'Taiwo Owatemi MP', 'nameAddressAs': None, 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Coventry North West', 'membershipFromId': 3428, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4779/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4779', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4779', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4779/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4779/Contact', 'method': 'GET'}]}"
540,Laura Trott,4780,Conservative,"{'value': {'id': 4780, 'nameListAs': 'Trott, Laura', 'nameDisplayAs': 'Laura Trott', 'nameFullTitle': 'Laura Trott MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Sevenoaks', 'membershipFromId': 3721, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4780/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4780', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4780', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4780/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4780/Contact', 'method': 'GET'}]}"
541,Dr Luke Evans,4781,Conservative,"{'value': {'id': 4781, 'nameListAs': 'Evans, Dr Luke', 'nameDisplayAs': 'Dr Luke Evans', 'nameFullTitle': 'Dr Luke Evans MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Bosworth', 'membershipFromId': 3349, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4781/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4781', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4781', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4781/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4781/Contact', 'method': 'GET'}]}"
542,Neale Hanvey,4782,Alba Party,"{'value': {'id': 4782, 'nameListAs': 'Hanvey, Neale', 'nameDisplayAs': 'Neale Hanvey', 'nameFullTitle': 'Neale Hanvey MP', 'nameAddressAs': None, 'latestParty': {'id': 1034, 'name': 'Alba Party', 'abbreviation': 'Alba', 'backgroundColour': '0015ff', 'foregroundColour': None, 'isLordsMainParty': False, 'isLordsSpiritualParty': False, 'governmentType': None, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Kirkcaldy and Cowdenbeath', 'membershipFromId': 1661, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4782/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4782', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4782', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4782/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4782/Contact', 'method': 'GET'}]}"
543,Kate Osborne,4783,Labour,"{'value': {'id': 4783, 'nameListAs': 'Osborne, Kate', 'nameDisplayAs': 'Kate Osborne', 'nameFullTitle': 'Kate Osborne MP', 'nameAddressAs': None, 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Jarrow', 'membershipFromId': 3552, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4783/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4783', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4783', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4783/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4783/Contact', 'method': 'GET'}]}"
544,Duncan Baker,4784,Conservative,"{'value': {'id': 4784, 'nameListAs': 'Baker, Duncan', 'nameDisplayAs': 'Duncan Baker', 'nameFullTitle': 'Duncan Baker MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'North Norfolk', 'membershipFromId': 3647, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4784/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4784', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4784', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4784/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4784/Contact', 'method': 'GET'}]}"
545,Dr Ben Spencer,4785,Conservative,"{'value': {'id': 4785, 'nameListAs': 'Spencer, Dr Ben', 'nameDisplayAs': 'Dr Ben Spencer', 'nameFullTitle': 'Dr Ben Spencer MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Runnymede and Weybridge', 'membershipFromId': 3710, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4785/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4785', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4785', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4785/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4785/Contact', 'method': 'GET'}]}"
546,Zarah Sultana,4786,Labour,"{'value': {'id': 4786, 'nameListAs': 'Sultana, Zarah', 'nameDisplayAs': 'Zarah Sultana', 'nameFullTitle': 'Zarah Sultana MP', 'nameAddressAs': None, 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Coventry South', 'membershipFromId': 3429, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4786/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4786', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4786', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4786/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4786/Contact', 'method': 'GET'}]}"
547,James Wild,4787,Conservative,"{'value': {'id': 4787, 'nameListAs': 'Wild, James', 'nameDisplayAs': 'James Wild', 'nameFullTitle': 'James Wild MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'North West Norfolk', 'membershipFromId': 3658, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4787/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4787', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4787', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4787/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4787/Contact', 'method': 'GET'}]}"
548,Fleur Anderson,4788,Labour,"{'value': {'id': 4788, 'nameListAs': 'Anderson, Fleur', 'nameDisplayAs': 'Fleur Anderson', 'nameFullTitle': 'Fleur Anderson MP', 'nameAddressAs': None, 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Putney', 'membershipFromId': 3689, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4788/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4788', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4788', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4788/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4788/Contact', 'method': 'GET'}]}"
549,Marco Longhi,4789,Conservative,"{'value': {'id': 4789, 'nameListAs': 'Longhi, Marco', 'nameDisplayAs': 'Marco Longhi', 'nameFullTitle': 'Marco Longhi MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Dudley North', 'membershipFromId': 3451, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4789/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4789', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4789', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4789/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4789/Contact', 'method': 'GET'}]}"
550,Apsana Begum,4790,Labour,"{'value': {'id': 4790, 'nameListAs': 'Begum, Apsana', 'nameDisplayAs': 'Apsana Begum', 'nameFullTitle': 'Apsana Begum MP', 'nameAddressAs': None, 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Poplar and Limehouse', 'membershipFromId': 3683, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4790/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4790', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4790', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4790/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4790/Contact', 'method': 'GET'}]}"
551,Andy Carter,4791,Conservative,"{'value': {'id': 4791, 'nameListAs': 'Carter, Andy', 'nameDisplayAs': 'Andy Carter', 'nameFullTitle': 'Andy Carter MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Warrington South', 'membershipFromId': 3830, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4791/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4791', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4791', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4791/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4791/Contact', 'method': 'GET'}]}"
552,Paul Bristow,4792,Conservative,"{'value': {'id': 4792, 'nameListAs': 'Bristow, Paul', 'nameDisplayAs': 'Paul Bristow', 'nameFullTitle': 'Paul Bristow MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Peterborough', 'membershipFromId': 3678, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4792/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4792', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4792', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4792/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4792/Contact', 'method': 'GET'}]}"
